"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		"dac_ability_autoattack"												"Ataque Automático"
		"dac_ability_lone_druid_summon_bear_Description"						"Invoca um poderoso Espírito Urso aliado."
		"dac_ability_lone_druid_summon_bear_Lore"								"Mantém-me esse urso longe de mim, pode ser? Não gosto de ursos. - <i>Grek, com fobia a ursos</i>"
		

		//CHAOS KNIGHT
		"dac_ability_chaos_knight_chaos_bolt"									"Raio Caótico"
		"dac_ability_chaos_knight_chaos_bolt_Description"						"O Cavaleiro do Caos lança um projétil misterioso que causa {s:damage_min}-{s:damage_max} de dano e atordoa durante {s:stun_min}-{s:stun_max} segundos."
		"dac_ability_chaos_knight_chaos_bolt_Lore"								"Um bocado de caos não ia fazer mal nenhum aqui pelos lados de Torre Branca... - <i>Hobgen, agente do caos</i>"

		//OGRE MAGI
		"dac_ability_ogre_magi_bloodlust"										"Sede de Sangue"
		"dac_ability_ogre_magi_bloodlust_Description"							"O Ogre Magi incita um frenesim numa unidade aliada, aumentando a sua velocidade de movimento em {s:bonus_movement_speed}% e a sua velocidade de ataque em {s:bonus_attack_speed}%. Se o alvo for o próprio Ogre Magi, o bónus de velocidade de ataque é de {s:self_bonus}%. O Ogre Magi tem uma probabilidade de {s:multicast_chance}% de afetar dois alvos com esta habilidade."
		"dac_ability_ogre_magi_bloodlust_Lore"									"O Magi vale o dobro do que ele cobra. Ainda bem que ele é um idiota. - <i>O'nia a falar sobre pechinchas</i>"

		// MAGNUS
		"dac_ability_magnataur_empower"											"Fortalecimento"
		"dac_ability_magnataur_empower_Description"								"Magnus concede a uma unidade aliada +{s:bonus_damage_pct}% de dano e +{s:cleave_damage_pct}% de clivagem durante {s:duration} segundos."
		"dac_ability_magnataur_empower_Lore"									"Deixa a Anessix pensar que pode passar a perna ao Enno, ela há de perceber o seu erro poucos segundos antes de ser esmagada até à morte. - <i>Hobgen a mostrar a sua rara paciência</i>"

		//TREANT PROTECTOR
		"dac_ability_treant_leech_seed"											"Semente Absorvente"
		"dac_ability_treant_leech_seed_Description"								"Treant Protector plants a life-sapping seed in an enemy unit, draining its health by {s:leech_damage} every {s:damage_interval} seconds, while simultaneously slowing its attack and movement speed by {s:movement_slow}%.<br><br>The seed heals friendly units up to {s:radius} cell away from the target, and at 3 stars gives them +{s:bonus_armor} Armor. Lasts {s:duration} seconds. Jumps to a new target within {s:radius} cell if the current target dies."
		"dac_ability_treant_leech_seed_Lore"									"Tenho de admitir, não esperava que o Enno conseguisse a ajuda de uma árvore. - <i>Jull e Anessix enquanto bebem um copo</i>"

		//KEEPER OF THE LIGHT
		"dac_ability_keeper_of_the_light_illuminate"							"Iluminar"
		"dac_ability_keeper_of_the_light_illuminate_Description"				"O Guardião da Luz concentra energia, que se torna mais poderosa com o passar do tempo. Ao libertar a energia, é lançada uma onda que causa {s:damage_per_second} de dano por cada segundo passado a concentrar a habilidade."
		"dac_ability_keeper_of_the_light_illuminate_Lore"						"O Guardião é mais poderoso do que aparenta. Se não fizermos nada, ele vai ser o nosso fim. - <i>Turath, destruidor da luz</i> "

		// MEDUSA
		"dac_ability_medusa_stone_gaze"											"Olhar Petrificante"
		"dac_ability_medusa_stone_gaze_Description"								"Inimigos que olharem para a Medusa dentro de até {s:radius} espaços de distância terão as suas velocidades de movimento e de ataque reduzidas em {s:slow}%.<br><br>Se o inimigo estiver a olhar para a Medusa durante um total de {s:face_duration} segundos, ele irá transformar-se em pedra.<br><br>Unidades petrificadas são atordoadas e sofrem mais {s:bonus_physical_damage}% de dano físico."
		"dac_ability_medusa_stone_gaze_Lore"									"Ela é o meu tipo de mulher, mas eu só tenho olhos para a Mireska. - <i>Hobgen, criminoso apaixonado</i>"

		"dac_ability_medusa_split_shot"											"Disparo Dividido"
		"dac_ability_medusa_split_shot_Description"								"PASSIVA: Medusa dispara até {s:extra_shots} flechas secundárias, que atingem alvos adicionais a {s:range} espaço de distância do alvo principal. As flechas adicionais causam {s:damage_modifier}% do dano da flecha principal."
		"dac_ability_medusa_split_shot_Lore"									"Mas tu já viste como é que aquela senhora usa um arco?  Ah espera, se ainda estás a respirar, provavelmente não... - <i>Grek a falar bem de uma certa arqueira contratada recentemente</i>"

		// TROLL WARLORD
		"dac_ability_troll_warlord_fervor"										"Fervor"
		"dac_ability_troll_warlord_fervor_Description"							"PASSIVA: O Troll Guerrilheiro ganha um bónus de {s:attack_speed}% de velocidade de ataque com cada golpe desferido.<br><br>Se ele mudar de alvo, o bónus é anulado.<br><br>Este efeito só se pode acumular um máximo de {s:max_stacks} vezes."
		"dac_ability_troll_warlord_fervor_Lore"									"Eficiente e implacável. Tal como eu. - <i>Quiet, a personificação da eficiência</i>"


		// SHADOW_DEMON
		"dac_ability_shadow_demon_demonic_purge"								"Purgação Demoníaca"
		"dac_ability_shadow_demon_demonic_purge_Description"					"Repeatedly purges the target enemy unit, removing positive buffs, applying Break, and slowing the target for {s:duration} seconds. The unit slowly regains its movement/attack speed until the end of the duration, upon which {s:damage} damage is dealt. At 3 stars, the unit loses {s:health_pct}% of its current health at the start, and gains half that back after the purge finishes if it survives."
		"dac_ability_shadow_demon_demonic_purge_Lore"							"Tu ouve-me bem, ó sua bola de pelo. Eu sei que pensas que consegues dar a volta à Anessix, mas tu já viste o tipo de gente com quem ela se dá? - <i>Hobgen, pouco amigo de demónios (ou do Enno)</i>"

		// SVEN
		"dac_ability_sven_cleave"												"Grande Clivagem"
		"dac_ability_sven_cleave_Description"									"PASSIVA: Os ataques corpo a corpo desta unidade atingem inimigos próximos ({s:cleave_damage_pct}%)."
		"dac_ability_sven_cleave_Lore"											"Já alguma vez viste um desses Cavaleiros da Vigília a fazer o que sabem melhor? É fenomenal. - <i>Grek, perito na arte do combate</i>"

		"dac_ability_sven_gods_strength"										"Força Divina"
		"dac_ability_sven_gods_strength_Description"							"Sven fica enfurecido e ganha +{s:bonus_damage_from_cast}% de dano durante {s:duration} segundos."
		"dac_ability_sven_gods_strength_Lore"									"Não há nada que eu adore mais do que um homem com sede de vingança... - <i>Anessix a tirar as medidas ao Sven</i>"

		// SHREDDER
		"dac_ability_timbersaw_whirling_death"									"Morte Rodopiante"
		"dac_ability_timbersaw_whirling_death_Description"						"O Serra-lenha rodopia as suas lâminas afiadas, causando {s:damage} de dano a inimigos dentro de até {s:radius} espaços de distância."
		"dac_ability_timbersaw_whirling_death_Lore"								"Já estava à espera que o Enno fosse chamar os amigos da floresta, então tomei providências. - <i>Hobgen, solucionador de problemas</i>"

		//TUSK
		"dac_ability_tusk_walrus_punch"											"Murro Morsal!"
		"dac_ability_tusk_walrus_punch_Description"								"Tusk ataca com o seu fortíssimo Murro Morsal, um golpe crítico tão poderoso que causa {s:critical_damage}% do dano e lança a sua vítima para o ar durante {s:air_time} segundo(s). Ao aterrar, a vítima sofre um abrandamento de movimento de {s:move_slow}% e perde {s:attack_slow} de velocidade de ataque durante {s:slow_duration} segundos. Tusk não pode morrer enquanto dá o murro."
		"dac_ability_tusk_walrus_punch_Lore"									"Ele já foi meu amigo. Daqui a nada vamos descobrir se ele veio cá para me ajudar ou para me dar um murro. - <i>Jull a relembrar a sua juventude</i>"
		
		
		//ABADDON
		"dac_ability_abaddon_aphotic_shield"									"Escudo Afótico"
		"dac_ability_abaddon_aphotic_shield_Description"						"Abaddon protege um aliado com um escudo que absorve {s:damage_absorb} de dano durante {s:duration} segundos.<br><br>Quando o escudo é destruído, este explode e causa {s:damage_absorb} de dano a inimigos dentro de até {s:radius} espaços de distância.<br><br>Remove certos tipos de efeitos negativos e atordoamentos ao ser usado."
		"dac_ability_abaddon_aphotic_shield_Lore"								"Eu tenho um grande respeito pela Casa de Avernus. - <i>O'nia a dar graxa</i>"

		// TERRORBLADE
		"dac_ability_terrorblade_metamorph"										"Metamorfose"
		"dac_ability_terrorblade_metamorph_Description"							"O Aterrorizador transforma-se num poderoso demónio que pode atacar com um alcance de até {s:bonus_attack_range} espaços, para além de causar mais {s:bonus_attack_damage} de dano e ter mais {s:bonus_attack_speed} velocidade de ataque. O Aterrorizador também troca os valores de vida com outro aliado no início desta habilidade."
		"dac_ability_terrorblade_metamorph_Lore"								"Quando o vês a falar com Anessix, sabes que algo de mau está para acontecer. - <i>Jull, observador de pessoas</i>"

		// TECHIES
		"dac_ability_techies_bomb" 												"Minas Remotas"
		"dac_ability_techies_bomb_Description"									"Os Techies armam um explosivo que detona após {s:explode_time} segundos e causa {s:damage} de dano a todos os inimigos num alcance de até {s:range} espaços.<br><br>Causa metade do dano a inimigos que estejam a metade da distância máxima."
		"dac_ability_techies_bomb_Lore"											"Digam o que quiserem dos Keen, mas quando é para fazer rir, eles são do melhor. - <i>Hobgen a ver um espetáculo de demolições</i>"

		//DISRUPTOR
		"dac_ability_disruptor_static_storm"									"Tempestade Estática"
		"dac_ability_disruptor_static_storm_Description"						"O Disruptor cria uma tempestade que silencia todos os inimigos dentro de {s:radius} espaços de distância do alvo durante {s:duration} segundos.<br><br>Ao início o dano é ligeiro, mas vai aumentando com o passar do tempo, causando um total de {s:damage_total} de dano."
		"dac_ability_disruptor_static_storm_Lore"								"Não sei se ele está aqui mesmo para me ajudar, ou se só quer ficar de olho no Axe. - <i>Wren, capitã de um bando de trafulhas</i>"

		//OMNIKNIGHT
		"dac_ability_omniknight_purification"									"Purificação"
		"dac_ability_omniknight_purification_Description"						"O Omnipaladino cura instantaneamente {s:heal} de vida a um aliado e causa o mesmo valor sob a forma de dano a todos os inimigos a {s:radius} espaço de distância."
		"dac_ability_omniknight_purification_Lore"								"Ele usa a fé como uma arma... tal como eu. - <i>Turath, salvador iludido</i>"
		
		//PUDGE
		"dac_ability_pudge_meathook"											"Gancho"
		"dac_ability_pudge_meathook_Description"								"O Pudge lança um gancho ensanguentado na direção do seu inimigo mais distante, prendendo-o e puxando-o de volta para si. Causa {s:damage} de dano.<br><br>O Pudge e os seus aliados a 1 espaço de distância irão redirecionar os seus ataques para o inimigo puxado até que este morra."
		"dac_ability_pudge_meathook_Lore"										"Pudge? Oh, ele é cinco estrelas. Cumprimenta-me sempre quando estou a secar o couro dos cadáveres. - <i>Carl, alfaiate morto-vivo</i>"
		
		//WARLOCK
		"dac_ability_warlock_shadow_word"										"Encantamento Sombrio"
		"dac_ability_warlock_shadow_word_Description"							"O Demonista sussurra um encantamento que cura imediatamente {s:burst_tooltip} de vida a uma unidade aliada e {s:hot_tooltip} de vida por segundo ao longo de {s:duration} segundos, ou causa {s:damage_tick} de dano a uma unidade inimiga a cada segundo durante {s:duration} segundos."
		"dac_ability_warlock_shadow_word_Lore"									"Há segredos que devem ser guardados... Demnok vai pagar pela sua falta de discrição. - <i>Anessix, à espera do momento certo</i>"
		
		//BLOODSEEKER
		"dac_ability_bloodseeker_blood_rage"									"Fúria Sanguinária"
		"dac_ability_bloodseeker_blood_rage_Description"						"PASSIVE: As Bloodseeker's enemy's health drops, he gains attack speed, up to a maximum of {s:attack_speed_bonus_max} at {s:min_health_pct}% health.<br><br>Whenever Bloodseeker kills a target, he regains {s:heal_pct}% of their max health. At 3 stars, this occurs when any enemy dies within {s:radius} cell of Bloodseeker."
		"dac_ability_bloodseeker_blood_rage_Lore"								"Se eu aprendi algo na minha carreira, é que o público gosta de sangue. Contrata este homem já. <i>Grek, com bom olho para o negócio</i>"
		
		//ARC WARDEN
		"dac_ability_arc_warden_tempest_double"									"Duplo Tempestuoso"
		"dac_ability_arc_warden_tempest_double_Description"						"O Guardião Voltaico cria uma cópia dele mesmo com a mesma quantidade de vida que ele tiver no momento.<br><br>A cópia pode usar todos os itens que o Guardião Voltaico tiver no momento e irá tentar atacar o mesmo inimigo que ele. Cópias não podem criar outras cópias e causam menos {s:clone_dmg_reduction}% de dano."
		"dac_ability_arc_warden_tempest_double_Lore"							"Ele traz consigo os mistérios da criação. - <i>Turath, profeta críptico</i>"
		
		//ARC WARDEN
		"dac_ability_arc_warden_tempest_double_no_items"						"Duplo Tempestuoso"
		"dac_ability_arc_warden_tempest_double_no_items_Description"			"Arc Warden creates a copy of himself with the same health he currently has. Clones do {s:clone_dmg_reduction}% less damage, and gain {s:clone_mana_pct_loss_per}% less mana per clone (stacks multiplicatively). At 3 stars, the clone copies Arc Warden's item as well."
		"dac_ability_arc_warden_tempest_double_no_items_Lore"					"Ele traz consigo os mistérios da criação. - <i>Turath, profeta críptico</i>"

		//MIRANA
		"dac_ability_mirana_arrow"												"Flecha Sagrada"
		"dac_ability_mirana_arrow_Description"									"Mirana dispara uma flecha de longo alcance com uma precisão mortífera, atordoando o alvo durante {s:duration} segundos e causando {s:damage} de dano."
		"dac_ability_mirana_arrow_Lore"											"Wren, nunca confies numa fanática. Não vale a pena. - <i>Jull a dar bons conselhos</i>"
		
		//SLARK
		"dac_ability_slark_essence_shift"										"Mudança de Essência"
		"dac_ability_slark_essence_shift_description"							"PASSIVE: A cada ataque, o Slark aumenta o seu dano em {s:stolen_dmg} e a sua velocidade de ataque em {s:stolen_aspd}."
		"dac_ability_slark_essence_shift_lore"									"O Slark é uma peça vital no contrabando do nosso \"produto\" no Recife Obscuro. - <i>Jull, empreendedor</i>"

		"dac_ability_slark_pounce"												"Salto Violento"
		"dac_ability_slark_pounce_description"									"PASSIVA: Ao aterrar depois de um salto, o Slark desarma o seu alvo durante {s:disarm_duration} segundos."
		"dac_ability_slark_pounce_lore"											"Como é que ele nos conseguiu apanhar outra vez!? - <i>Hobgen, sempre com um temperamento ardente</i>"

		//BLACK DRAGON
		"dac_ability_black_dragon_splash_attack"								"Ataque Explosivo"
		"dac_ability_black_dragon_splash_attack_description"					"PASSIVE: Black Dragon's ranged attack deals {s:splash_damage_percent}% splash damage to units {s:splash_radius} cell away of the Dragon's target."
		"dac_ability_black_dragon_splash_attack_lore"							" "

		//"SVEN GREAT CLEAVE - used for YEAR BEAST and ROSHAN"
		"dac_ability_sven_great_cleave"											"Grande Clivagem"
		"dac_ability_sven_great_cleave_description"								"PASSIVA: Os ataques corpo a corpo desta unidade atingem inimigos próximos."
		"dac_ability_sven_great_cleave_lore"									" "

		//"ROSHAN SPELL IMMUNE"
		"dac_ability_roshan_spell_immune"										"Imune a Feitiços"
		"dac_ability_roshan_spell_immune_description"							"ATIVA: O Roshan torna-se imune a feitiços durante {s:duration} segundos."
		"dac_ability_roshan_spell_immune_lore"									" "

		// Lone Druid Bear
		"dac_ability_lone_druid_spirit_bear_entangle"							"Garras Imobilizantes"
		"dac_ability_lone_druid_spirit_bear_entangle_description"				"Os ataques do Espírito Urso têm uma chance de desarmar o alvo, para além de prendê-lo ao chão."
		"dac_ability_lone_druid_spirit_bear_entangle_lore"						" "

		// THUNDER LIZARD BLOODLUST
		"dac_ability_thunder_lizard_bloodlust"									"Sede de Sangue"
		"dac_ability_thunder_lizard_bloodlust_Description"						"A criatura incita um frenesim numa unidade aliada, aumentando a sua velocidade de movimento em {s:bonus_movement_speed}% e a sua velocidade de ataque em {s:bonus_attack_speed}%. Se o alvo for a própria criatura, o bónus de velocidade de ataque é de {s:self_bonus}%."
		"dac_ability_thunder_lizard_bloodlust_Lore"								" "

		// HEALING WARD PLACEABLE
		"dac_ability_healing_ward_healing_aura"											"Aura Curativa"
		"dac_ability_healing_ward_healing_aura_description"								"Cura {s:health_regen} de vida por segundo a unidades aliadas a {s:heal_range} espaço de distância."
		"dac_ability_healing_ward_healing_aura_lore"									""

		// TOMBSTONE PLACEABLE
		"dac_ability_tombstone_raise_zombies"										"Zombies!"
		"dac_ability_tombstone_raise_zombies_description"							"Unidades que morrerem a {s:range} espaço de distância da lápide são transformadas em zombie."
		"dac_ability_tombstone_raise_zombies_lore"									""

		// BARRICADE PLACEABLE
		"dac_ability_barricade_aura"										"Barricada"
		"dac_ability_barricade_aura_description"							"A barricada protege unidades próximas e é imune a feitiços."
		"dac_ability_barricade_aura_rot1"										"Barricade"
		"dac_ability_barricade_aura_rot1_description"							"Barricade protects nearby units and is immune to spells."

		// TARGET DUMMY PLACEABLE
		"dac_ability_target_dummy_taunt"										"Provocar"
		"dac_ability_target_dummy_taunt_description"							"O boneco obriga inimigos a atacá-lo."
		"dac_ability_target_dummy_taunt_lore"									""

		// CINDERWALL TALENT
		"dac_ability_cinderwall_aura"										"Barreira de Fogo"
		"dac_ability_cinderwall_aura_description"							"A Barreira de Fogo protege unidades por perto e é imune a feitiços. Inimigos que se aproximarem começam a arder."
		"dac_ability_cinderwall_aura_lore"									""

		// FACELESS VOID
		"dac_ability_faceless_void_chronocube"										"Cronocubo"
		"dac_ability_faceless_void_chronocube_description"							"Cria um cubo espaciotemporal que atordoa durante {s:stun_duration}s todas as unidades dentro de até {s:radius} espaços de distância do centro (exceto o Vazio Incógnito). Dentro do cubo, ele move-se mais rápido e ganha +{s:bonus_attack_speed} de velocidade de ataque. Ao usar, ele tenta teletransportar todos os Assassinos aliados para fora do cubo."
		"dac_ability_faceless_void_chronocube_lore"									"Claszureme vai interferir. Isto pode ser um problema. - <i>Jull a aperceber-se de que não pode dar um murro no Tempo</i>"

		"dac_ability_faceless_void_time_walk"										"Salto Temporal"
		"dac_ability_faceless_void_time_walk_description"							"PASSIVA: O Vazio Incógnito lança-se para o seu próximo alvo, curando qualquer dano sofrido nos últimos 2 segundos."
		"dac_ability_faceless_void_time_walk_lore"									"Eu é que não toco na porcaria daquelas ampulhetas. Achas que quero o Pierpont a meter aqui o bedelho? - <i>Hobgen, maluco mas sensato</i>"

		// LEGION COMMANDER
		"dac_ability_legion_commander_duel"											"Duelo"
		"dac_ability_legion_commander_duel_description"								"Legion Commander targets the lowest health enemy 1 cell away and they are forced to attack each other for {s:stun_duration}s. Neither hero can use abilities or be healed. If either hero dies during the duration, the hero winning the Duel gains permanent {s:winner_bonus_damage_kill_mult} bonus damage. (Damage varies by game mode.)"
		"dac_ability_legion_commander_duel_lore"									"Não há necessidade de fazer isso, Tresdin… eu posso ajudar-te a encontrar o Rix. - <i>Anessix a manter a calma sob pressão</i>"

		"dac_ability_legion_commander_will_of_the_bullsnake"						"Fervor do Serpentauro"
		"dac_ability_legion_commander_will_of_the_bullsnake_description"			"<i>DESBLOQUEADA PELA ALIANÇA DE DRAGÕES</i><br>PASSIVA: Quando a Comandante da Legião ganha um Duelo, ela cura instantaneamente {s:heal_percentage}% da sua vida máxima."
		"dac_ability_legion_commander_will_of_the_bullsnake_lore"					"Eu conheço o teu tipo, e tu és uma das criaturas mais perigosas de todas. Uma crente. - <i>Wren, observadora do mundo</i>"

		"dac_ability_legion_commander_element"										"Investida Elemental"
		"dac_ability_legion_commander_element_description"							"PASSIVA: Quando a Comandante da Legião executa um Ataque Delta como parte da aliança Espírito, ela causa o dobro do dano."
		"dac_ability_legion_commander_element_lore"									"A maioria dos soldados são assombrados por espíritos… mas ela está a liderá-los. - <i>Jull, experiente em reconhecer traumas</i>"

		// NYX ASSASSIN
		"dac_ability_nyx_assassin_spiked_carapace"									"Carapaça Espinhosa"
		"dac_ability_nyx_assassin_spiked_carapace_description"						"O Assassino de Nyx levanta os seus espinhos, negando e refletindo {s:damage_taken_reflect_percentage}% do dano que lhe for causado (máximo de uma vez por agressor). O agressor também ficará atordoado durante {s:stun_duration} segundos."
		"dac_ability_nyx_assassin_spiked_carapace_lore"								"A denominação correta é \"artrópode\". - <i>Quiet, com atenção aos detalhes</i>"

		"dac_ability_nyx_assassin_vendetta"											"Vendeta"
		"dac_ability_nyx_assassin_vendetta_description"								"PASSIVE: After teleporting to attack a unit, Nyx Assassin deals {s:bonus_damage} bonus damage on his next attack and applies Break to the enemy for {s:break_duration}s, disabling all passive effects. At 3 stars, Nyx Assassin also applies Vendetta after {s:hits_to_trigger} successive attacks. The counter is reset if Vendetta triggers due to teleporting."
		"dac_ability_nyx_assassin_vendetta_lore"									"Quero lá saber se é inseto ou artrópode, o que eu preciso é que ele mate alguém por mim. Consegues entrar em contacto com ele ou não? <i>O'nia, sem paciência para ser corrigida</i>"

		// WEAVER
		"dac_ability_weaver_shukuchi"												"Shukuchi"
		"dac_ability_weaver_shukuchi_description"									"O Tecedor fica invisível, tornando-se inselecionável e ganhando a capacidade de se deslocar através de unidades até {s:distance_cells} espaços de distância. O Tecedor causa {s:damage} de dano a qualquer inimigo que atravessar. Durante {s:mana_break_duration} segundos depois disso, os ataques do Tecedor queimam {s:mana_per_hit} de mana, causando {s:damage_per_burn} de dano por mana queimada."
		"dac_ability_weaver_shukuchi_lore"											"Tecedor, tu e eu vamos refazer o mundo - <i>Turath, maluco o suficiente para o fazer</i>"

		// BROODMOTHER
		"dac_ability_broodmother_spawn_spiderlings"									"Gerar Aranhinhas"
		"dac_ability_broodmother_spawn_spiderlings_description"						"A Matriarca injeta as suas crias numa unidade inimiga, causando {s:damage} de dano. Se o alvo for morto, {s:num_spiderlings} aranhinhas irão emergir do cadáver. Aranhinhas são unidades inatingíveis que causam pouco dano e têm 1 de vida."
		"dac_ability_broodmother_spawn_spiderlings_lore"							"Olha, eu até posso queimar pessoas vivas, mas pelo menos não ando por aí a incubar ovos em pessoas... - <i>Hobgen a dizer meias verdades</i>"

		"dac_ability_broodmother_spin_web"											"Tecer Teia"
		"dac_ability_broodmother_spin_web_description"								"A Matriarca tece uma teia que se estende por {s:radius} espaços em redor de um alvo. Inimigos na teia perdem {s:debuff_attack_speed} de velocidade de ataque, {s:debuff_speed}% de velocidade de movimento e {s:debuff_casting_speed}% de velocidade de utilização de feitiços."
		"dac_ability_broodmother_spin_web_lore"										"Pergunto-me se eu poderia contratar os teus miúdos para me fazerem um bocado de seda...? Imagino que as leis de trabalho infantil não se apliquem a aranhas. <i>Carl, alfaiate com princípios</i>"

		// WISP
		"dac_ability_wisp_tether"													"Conectar"
		"dac_ability_wisp_tether_description"										"Io conecta-se ao herói aliado mais próximo e aproxima-se deste. Ambos ganham {s:bonus_attack_speed} de velocidade de ataque e {s:damage_reduction}% de redução de dano. A conexão quebra-se se Io estiver a mais de {s:tether_break_distance} espaços de distância do aliado."
		"dac_ability_wisp_tether_lore"												"<i>Enno a olhar fixamente para Io</i>"

		"dac_ability_wisp_relocate"													"Realocar"
		"dac_ability_wisp_relocate_description"										"Io teleports away for {s:relocate_time_away} seconds to revive a dead hero. The two units return with full health and are purged of negative effects. At 3 stars, Io also resets that hero's cooldowns."
		"dac_ability_wisp_relocate_lore"											"<i>Io a olhar de volta</i>"

		// BRISTLEBACK	
		"dac_ability_bristleback_quill_spray"										"Rajada de Espinhos"
		"dac_ability_bristleback_quill_spray_description"							"O Espinhoso lança espinhos das suas costas, causando dano a todas as unidades inimigas dentro de até {s:radius} espaços de distância. Os inimigos sofrem {s:quill_base_damage} de dano mais {s:quill_stack_damage} de dano por cada Rajada de Espinhos que lhes acertar nesta ronda, até a um máximo de {s:max_stacks} acumulações."
		"dac_ability_bristleback_quill_spray_lore"									"Vamos deixar isto clarinho como cristal. Ai de ti e do Tusk se me destruírem o bar todo esta noite. - <i>Jull, mais calmo</i>"

		// LIFESTEALER
		"dac_ability_life_stealer_feast"											"Festim"
		"dac_ability_life_stealer_feast_description"								"PASSIVA: Os ataques do Rouba-vida causam dano adicional e curam uma quantidade de vida igual a {s:lifesteal_percentage}% da vida máxima do alvo."
		"dac_ability_life_stealer_feast_lore"										"Eu não gosto que andes a assumir que, lá por eu estar neste estado, saiba sempre onde anda o Rouba-vida. - <i>Carl, frequentemente incompreendido</i>"

		// DAZZLE
		"dac_ability_dazzle_shadow_wave"											"Onda Sombria"
		"dac_ability_dazzle_shadow_wave_description"								"Dazzle lança um raio de energia que ressalta entre até {s:max_targets} aliados que estejam a {s:bounce_radius} espaços de distância entre si, curando {s:damage} de vida a cada aliado e causando {s:damage} de dano a cada inimigo a {s:damage_radius} espaço de distância. Dazzle é sempre curado pela Onda Sombria."
		"dac_ability_dazzle_shadow_wave_lore"										"E quanto é que custam os teus serviços? Eu tenho um interesse especial em não morrer. - <i>O'nia, paranoica</i>"

		// STORM SPIRIT
		"dac_ability_storm_spirit_ball_lightning"									"Relâmpago Esférico"
		"dac_ability_storm_spirit_ball_lightning_description"						"O Espírito da Tempestade transforma-se em eletricidade volátil, lançando-se pelo campo de batalha e causando {s:damage} de dano a cada unidade que atravessar e mais {s:damage_per_cell} de dano por cada espaço que percorrer."
		"dac_ability_storm_spirit_ball_lightning_lore"								"O egoísta é motivado pelo seu coração, não pela sua cabeça. Ele vai ser o mais fácil de apanhar. - <i>Turath a engendrar um plano</i>"

		"dac_ability_storm_spirit_element"											"Elemental da Tempestade"
		"dac_ability_storm_spirit_element_description"								"PASSIVA: Quando o Espírito da Tempestade executa um Ataque Delta, os inimigos afetados ficam desarmados durante 3 segundos."
		"dac_ability_storm_spirit_element_lore"										"Não nos precisamos de preocupar com a Quiet, ela não vai querer estar perto da tempestade. - <i>Anessix a considerar todos os ângulos</i>"

		// EMBER SPIRIT
		"dac_ability_ember_spirit_sleight_of_fist"									"Punhos Velozes"
		"dac_ability_ember_spirit_sleight_of_fist_description"						"O Espírito das Chamas corre com uma velocidade estonteante, atacando todos os inimigos dentro de até {s:cells} espaços de distância e depois regressando à posição inicial. Estes ataques causam mais {s:bonus_damage} de dano."
		"dac_ability_ember_spirit_sleight_of_fist_lore"								"Ele pode lutar como um demónio, mas é uma criatura honorável. A palavra dele é o suficiente para mim. - <i>Jull, sempre a valorizar a honra entre criminosos</i>"

		"dac_ability_ember_spirit_element"											"Elemental do Fogo"
		"dac_ability_ember_spirit_element_description"								"PASSIVA: Quando o Espírito das Chamas executa um Ataque Delta, os inimigos afetados ficam a arder durante 3 segundos."
		"dac_ability_ember_spirit_element_lore"										"Eu tenho mesmo de contratar este gajo. - <i>Hobgen, reconhecedor de talento</i>"

		// EARTH SPIRIT
		"dac_ability_earth_spirit_geomagnetic_grip"									"Poder Geomagnético"
		"dac_ability_earth_spirit_geomagnetic_grip_description"						"Earth Spirit summons a Stone Remnant off the map and pulls it towards his current target. Enemies struck by the incoming Stone Remnant are silenced for {s:silence_duration} seconds and take {s:damage} damage. At 3 stars, the enemies are also stunned for {s:stun_duration} seconds."
		"dac_ability_earth_spirit_geomagnetic_grip_lore"							"Eu adoro quando o Kaolin aparece. Ele desenterra coisas fascinantes. - <i>Carl, sempre à procura de materiais</i>"

		"dac_ability_earth_spirit_element"											"Elemental da Terra"
		"dac_ability_earth_spirit_element_description"								"PASSIVA: Quando o Espírito da Terra executa um Ataque Delta, os inimigos afetados são silenciados durante 3 segundos."
		"dac_ability_earth_spirit_element_lore"										"O que eu não dava para ver o Wukong a lutar com aquele gajo na arena… - <i>Grek, caçador de talentos e sonhador</i>"

		// VOID SPIRIT
		"dac_ability_void_spirit_dissimilate"										"Dissimilação"
		"dac_ability_void_spirit_dissimilate_description"							"O Espírito do Vazio desaparece e cria 3 portais. Após {s:disappear_duration}s, ele sai de um dos portais e causa {s:bonus_damage} de dano a inimigos a {s:damage_distance} espaço de distância, removendo-lhes {s:armor_reduction} de armadura durante {s:armor_reduction_duration}s."
		"dac_ability_void_spirit_dissimilate_lore"									"Ele deve ter uma boa razão para ter parado de se esconder. Descobre porquê. - <i>Anessix à procura de mais um segredo</i>"

		"dac_ability_void_spirit_element"											"Elemental do Vazio"
		"dac_ability_void_spirit_element_description"								"PASSIVA: Quando o Espírito do Vazio executa um Ataque Delta, os efeitos passivos dos inimigos afetados são suprimidos durante 3 segundos."
		"dac_ability_void_spirit_element_lore"										"Tem muito cuidado com este, Slark.  - <i>Jull a dar conselhos de amigo</i>"

		// GRANNY LIZARD
		"dac_ability_granny_lizard_shotgun_blast"									"Bom Velho Bacamarte"
